코드,종목명,상장일,수정공모가,상장일종가,6M종가,12M종가,18M종가,24M종가,상장일수익률_수정공모가(%),6M수익률_수정공모가(%),12M수익률_수정공모가(%),18M수익률_수정공모가(%),24M수익률_수정공모가(%),6M수익률_종가(%),12M수익률_종가(%),18M수익률_종가(%),24M수익률_종가(%),최종일,최종일종가,최종일수익률_수정공모가(%),최종일수익률_종가(%),기관_6M순매수,기관_12M순매수,기관_18M순매수,기관_24M순매수,외국인총합계_6M순매수,외국인총합계_12M순매수,외국인총합계_18M순매수,외국인총합계_24M순매수,개인_6M순매수,개인_12M순매수,개인_18M순매수,개인_24M순매수,금융투자_6M순매수,금융투자_12M순매수,금융투자_18M순매수,금융투자_24M순매수,보험_6M순매수,보험_12M순매수,보험_18M순매수,보험_24M순매수,투신_6M순매수,투신_12M순매수,투신_18M순매수,투신_24M순매수,사모펀드_6M순매수,사모펀드_12M순매수,사모펀드_18M순매수,사모펀드_24M순매수,은행_6M순매수,은행_12M순매수,은행_18M순매수,은행_24M순매수,연기금_6M순매수,연기금_12M순매수,연기금_18M순매수,연기금_24M순매수,기타금융기관_6M순매수,기타금융기관_12M순매수,기타금융기관_18M순매수,기타금융기관_24M순매수,"국가,지자체_6M순매수","국가,지자체_12M순매수","국가,지자체_18M순매수","국가,지자체_24M순매수",기타법인_6M순매수,기타법인_12M순매수,기타법인_18M순매수,기타법인_24M순매수
A405100,큐알티,2022-11-02,14687.0,12801.0,12930.0,14040.0,24500.0,,-12.8,-12.0,-4.4,66.8,,1.0,9.7,91.4,,2024-11-01,13910.0,-5.3,8.7,-187.7,-231.0,-274.5,,-19.2,-17.7,40.9,,204.1,220.4,788.0,,-43.9,-48.2,-147.0,,-1.4,-1.4,3.4,,-73.8,-72.7,-54.0,,-56.5,-96.5,-133.2,,0.0,0.0,0.0,,-7.6,-7.6,60.9,,-4.5,-4.5,-4.6,,0.0,0.0,0.0,,2.9,28.3,-554.5,
A348340,뉴로메카,2022-11-04,16104.0,20059.0,31970.0,33066.0,33304.0,18963.0,24.6,98.5,105.3,106.8,17.8,59.4,64.8,66.0,-5.5,2024-11-04,18963.0,17.8,-5.5,-591.1,-515.2,-502.8,-515.2,19.9,-71.6,-106.2,-106.2,1201.1,1264.9,1334.4,1347.9,-203.0,-186.2,-148.0,-155.1,2.9,20.1,1.8,1.7,-35.0,17.2,-2.5,4.0,-194.9,-205.5,-210.0,-212.3,-55.9,-55.8,-56.4,-56.4,-5.0,-4.9,10.6,1.3,-100.4,-100.2,-98.3,-98.5,0.0,0.0,0.0,0.0,-629.9,-678.0,-725.5,-726.4
A417500,제이아이테크,2022-11-04,4001.0,2976.0,4324.0,3700.0,5200.0,3350.0,-25.6,8.1,-7.5,30.0,-16.3,45.3,24.3,74.7,12.6,2024-11-04,3350.0,-16.3,12.6,-180.7,-233.2,-173.9,-161.2,-8.1,-26.3,-47.6,-53.8,269.8,426.9,381.0,381.1,-15.2,-34.6,-1.0,26.8,-0.0,-1.4,-0.9,-1.2,-18.7,-41.4,-30.6,-43.3,-82.4,-91.4,-79.9,-79.8,0.0,0.0,0.0,0.0,-0.4,-0.4,2.2,0.0,-64.0,-64.0,-63.6,-63.6,0.0,0.0,0.0,0.0,-81.1,-167.5,-159.6,-166.1
A383930,디티앤씨알오,2022-11-11,8500.0,6925.0,6000.0,4055.0,8430.0,6460.0,-18.5,-29.4,-52.3,-0.8,-24.0,-13.4,-41.4,21.7,-6.7,2024-11-11,6460.0,-24.0,-6.7,-136.2,-168.1,-194.9,-194.6,21.4,15.9,1.8,-8.8,155.8,200.7,315.2,323.7,-23.5,-45.4,-43.5,-43.7,-4.8,-5.2,-5.2,-5.2,-12.6,-14.1,-14.1,-13.7,-81.0,-83.9,-84.8,-84.8,0.0,0.0,0.0,0.0,-6.9,-6.9,-6.9,-6.9,-7.4,-12.5,-40.3,-40.3,0.0,0.0,0.0,0.0,-41.0,-48.5,-122.1,-120.3
A372170,윤성에프앤씨,2022-11-14,49000.0,40450.0,149500.0,112200.0,71000.0,44300.0,-17.4,205.1,129.0,44.9,-9.6,269.6,177.4,75.5,9.5,2024-11-14,44300.0,-9.6,9.5,-520.8,-550.2,-553.5,-527.7,-940.9,-614.1,-643.9,-680.4,1956.6,1637.6,1679.8,1653.3,-109.9,-173.8,-193.8,-170.4,-13.1,-12.6,-12.6,-12.4,-177.2,-100.6,-93.5,-94.1,-181.6,-243.0,-238.2,-239.9,0.0,0.0,0.0,0.0,-16.5,2.1,7.0,11.5,-22.5,-22.4,-22.4,-22.5,0.0,0.0,0.0,0.0,-494.9,-473.3,-482.4,-445.2
A204610,티쓰리,2022-11-17,1700.0,2085.0,1744.0,1389.0,1165.0,,22.6,2.6,-18.3,-31.5,,-16.4,-33.4,-44.1,,2024-11-15,1312.0,-22.8,-37.1,-227.0,-232.4,-226.1,,-138.3,-198.4,-278.5,,439.8,448.8,479.9,,-38.9,-39.1,-38.1,,-0.2,-0.2,0.0,,-17.6,-21.4,-19.8,,-163.1,-164.3,-160.9,,-0.0,-0.0,-0.0,,-1.9,-1.9,-1.9,,-5.4,-5.4,-5.4,,0.0,0.0,0.0,,-74.4,-18.0,24.7,
A425420,티에프이,2022-11-17,10500.0,9260.0,9150.0,44850.0,34250.0,,-11.8,-12.9,327.1,226.2,,-1.2,384.3,269.9,,2024-11-15,12250.0,16.7,32.3,-155.1,-105.8,-64.4,,6.7,3.5,-35.7,,155.4,102.4,102.6,,-44.6,-67.3,-138.7,,-0.2,3.3,8.1,,-8.1,61.3,154.0,,-95.0,-100.1,-96.0,,-0.1,-0.1,-0.1,,-0.2,-1.3,8.1,,-6.9,-1.5,0.2,,0.0,0.0,0.0,,-7.0,-0.0,-2.5,
A419080,엔젯,2022-11-18,10000.0,10850.0,23350.0,13000.0,13040.0,10170.0,8.5,133.5,30.0,30.4,1.7,115.2,19.8,20.2,-6.3,2024-11-18,10170.0,1.7,-6.3,-214.0,-265.6,-370.8,-354.6,-123.8,-108.1,-135.7,-153.5,417.5,582.6,691.6,680.6,-49.9,-42.8,-48.5,-3.2,12.0,3.7,3.6,3.6,68.2,67.1,39.5,19.7,-19.2,-21.9,-75.3,-84.6,0.0,0.0,0.0,0.0,30.4,19.3,0.8,0.8,-255.6,-290.9,-290.9,-290.9,0.0,0.0,0.0,0.0,-79.8,-208.9,-185.1,-172.5
A389470,인벤티지랩,2022-11-22,12000.0,14950.0,9230.0,15850.0,10020.0,14000.0,24.6,-23.1,32.1,-16.5,16.7,-38.3,6.0,-33.0,-6.4,2024-11-22,14000.0,16.7,-6.4,-99.9,-99.7,-103.0,-239.1,-3.5,-22.5,-44.1,-78.2,216.1,680.2,703.9,973.3,-17.5,-3.5,-0.6,-40.7,0.0,2.0,1.3,8.2,-0.9,-7.3,0.1,-39.2,-48.4,-18.7,-31.6,-91.6,0.0,0.5,0.5,0.7,0.0,2.2,2.2,-1.6,-33.1,-74.9,-74.9,-74.9,0.0,0.0,0.0,0.0,-112.7,-558.0,-556.8,-656.0
A168360,펨트론,2022-11-24,4000.0,4605.0,6590.0,7875.0,7170.0,,15.1,64.8,96.9,79.2,,43.1,71.0,55.7,,2024-11-22,7530.0,88.2,63.5,3.6,-49.7,-123.5,,-7.4,55.6,12.3,,130.9,138.2,260.0,,-9.5,-70.6,-40.0,,7.6,11.8,0.1,,10.0,23.0,-39.2,,7.6,-13.7,-45.6,,0.0,0.4,-1.8,,8.9,19.8,23.1,,-21.1,-20.5,-20.1,,0.0,0.0,0.0,,-127.0,-144.1,-148.8,
A419530,SAMG엔터,2022-12-06,17000.0,23450.0,28450.0,21950.0,11280.0,12190.0,37.9,67.4,29.1,-33.6,-28.3,21.3,-6.4,-51.9,-48.0,2024-12-06,12190.0,-28.3,-48.0,-953.0,-1021.1,-1117.7,-1169.7,-14.1,111.1,14.5,26.8,1107.8,1039.9,1232.5,1273.5,-106.5,-107.0,-136.6,-133.1,29.2,21.3,17.1,16.6,254.4,201.9,163.0,158.2,-453.2,-464.3,-464.3,-490.4,2.9,2.0,0.3,0.3,53.2,57.5,35.0,26.2,-733.1,-732.4,-732.2,-747.5,0.0,0.0,0.0,0.0,-140.7,-129.9,-129.3,-130.6
A198940,한주라이트메탈,2023-01-19,4403.0,7585.0,7358.0,4830.0,2494.0,,72.3,67.1,9.7,-43.4,,-3.0,-36.3,-67.1,,2025-01-17,1558.0,-64.6,-79.5,-190.2,-218.6,-241.5,,-47.1,-48.5,-48.4,,322.3,350.8,372.0,,-29.6,-29.6,-49.0,,-0.0,-0.0,-0.0,,-25.1,-25.1,-25.1,,-130.0,-158.4,-161.9,,-0.1,-0.1,-0.1,,-0.5,-0.5,-0.5,,-4.8,-4.8,-4.8,,0.0,0.0,0.0,,-85.0,-83.7,-82.1,
A425040,티이엠씨,2023-01-19,14000.0,14050.0,25250.0,21000.0,14740.0,,0.4,80.4,50.0,5.3,,79.7,49.5,4.9,,2025-01-17,8880.0,-36.6,-36.8,245.3,371.3,-40.4,,1.6,-9.7,-37.7,,449.6,510.9,1009.7,,-189.7,-192.6,-190.3,,26.2,58.8,26.4,,109.6,136.2,9.3,,-112.6,-149.6,-177.8,,2.7,3.2,2.6,,409.4,511.0,285.1,,-0.2,4.4,4.1,,0.0,0.0,0.0,,-696.5,-872.5,-931.6,
A254490,미래반도체,2023-01-27,6000.0,15600.0,24100.0,22000.0,12540.0,,160.0,301.7,266.7,109.0,,54.5,41.0,-19.6,,2025-01-24,13320.0,122.0,-14.6,-378.8,-386.2,-387.1,,-30.7,-50.3,-39.7,,424.5,450.4,441.1,,-78.4,-78.3,-78.3,,-0.2,-0.2,-0.2,,-27.0,-27.0,-27.6,,-258.7,-266.2,-266.6,,-0.3,-0.3,-0.3,,-0.9,-0.9,-0.9,,-13.3,-13.3,-13.3,,0.0,0.0,0.0,,-15.0,-13.9,-14.3,
A417860,오브젠,2023-01-30,18000.0,46800.0,46000.0,22350.0,13650.0,,160.0,155.6,24.2,-24.2,,-1.7,-52.2,-70.8,,2025-01-24,8770.0,-51.3,-81.3,-317.8,-308.3,-315.9,,-31.3,-32.6,-41.6,,376.2,369.0,384.0,,-103.1,-94.2,-98.6,,0.6,0.6,0.6,,-70.1,-64.3,-68.0,,-138.1,-143.4,-142.8,,-0.3,-0.3,-0.3,,-1.5,-1.5,-1.5,,-5.2,-5.2,-5.2,,0.0,0.0,0.0,,-27.2,-28.1,-26.5,
A419050,삼기에너지솔루션즈,2023-02-03,2751.0,6716.0,3554.0,2890.0,1693.0,1615.0,144.1,29.2,5.1,-38.5,-41.3,-47.1,-57.0,-74.8,-76.0,2025-02-03,1615.0,-41.3,-76.0,-790.3,-868.7,-868.7,-869.0,-40.9,-51.1,-54.6,-56.0,969.0,1162.7,1173.9,1176.1,-110.0,-143.4,-143.4,-143.4,-0.4,-0.4,-0.4,-0.4,-109.9,-116.7,-116.7,-116.9,-510.6,-548.2,-548.2,-548.2,-45.3,-45.3,-45.3,-45.3,-6.8,-6.8,-6.8,-6.8,-7.2,-7.8,-7.8,-7.8,0.0,0.0,0.0,0.0,-137.8,-242.9,-250.6,-251.1
A408900,스튜디오미르,2023-02-07,3253.0,8459.0,4939.0,5281.0,2690.0,2475.0,160.0,51.8,62.3,-17.3,-23.9,-41.6,-37.6,-68.2,-70.7,2025-02-07,2475.0,-23.9,-70.7,-293.2,-328.2,-336.0,-335.6,-39.6,-38.2,-40.4,-33.9,402.3,399.5,436.9,430.9,-80.2,-88.5,-93.4,-92.8,0.1,-0.6,-0.6,-0.6,2.0,-5.9,-4.5,-4.8,-203.9,-221.6,-225.7,-225.7,-0.2,-0.2,-0.2,-0.2,-0.4,-0.8,-0.8,-0.8,-10.7,-10.7,-10.7,-10.7,0.0,0.0,0.0,0.0,-69.5,-33.0,-60.6,-61.4
A407400,꿈비,2023-02-09,3890.0,10115.0,8780.0,10830.0,6750.0,,160.0,125.7,178.4,73.5,,-13.2,7.1,-33.3,,2025-02-07,8440.0,117.0,-16.6,-337.4,-347.6,-349.0,,-17.6,-33.5,-34.9,,363.4,396.0,400.2,,-83.3,-86.3,-86.3,,-0.3,-0.3,-0.3,,-27.7,-27.3,-27.4,,-217.7,-225.3,-226.7,,-0.2,-0.2,-0.2,,-0.4,-0.4,-0.4,,-7.8,-7.8,-7.7,,0.0,0.0,0.0,,-8.3,-14.9,-16.3,
A411080,샌즈랩,2023-02-15,10500.0,24900.0,8670.0,9390.0,6370.0,,137.1,-17.4,-10.6,-39.3,,-65.2,-62.3,-74.4,,2025-02-14,8980.0,-14.5,-63.9,-649.7,-641.7,-651.3,,23.9,45.4,6.7,,631.0,602.4,735.3,,-162.5,-167.0,-168.0,,-1.5,2.2,1.0,,-93.4,-96.3,-95.9,,-360.9,-354.4,-360.1,,-1.5,-1.5,-1.5,,-1.7,3.3,1.2,,-28.0,-27.9,-28.0,,0.0,0.0,0.0,,-5.3,-6.0,-90.7,
A418550,제이오,2023-02-16,13000.0,21500.0,27000.0,22900.0,16530.0,,65.4,107.7,76.2,27.2,,25.6,6.5,-23.1,,2025-02-14,13040.0,0.3,-39.3,-1555.7,-1586.1,-1775.5,,29.8,48.0,12.9,,1984.4,2024.6,2402.3,,-34.1,-72.4,-62.7,,10.8,23.2,9.6,,62.8,140.2,97.3,,-1761.4,-1832.0,-1986.7,,0.7,0.3,-0.1,,247.6,236.5,249.2,,-82.1,-81.8,-82.3,,0.0,0.0,0.0,,-458.6,-486.6,-639.6,
A199730,바이오인프라,2023-03-02,21000.0,29400.0,14590.0,10150.0,8300.0,,40.0,-30.5,-51.7,-60.5,,-50.4,-65.5,-71.8,,2025-02-28,5600.0,-73.3,-81.0,-141.5,-141.8,-140.1,,2.8,-5.7,-7.9,,159.8,170.0,168.5,,-28.9,-28.7,-26.6,,-0.2,-0.2,-0.2,,-29.0,-28.8,-29.0,,-75.1,-75.7,-75.8,,-0.2,-0.2,-0.2,,-0.2,-0.2,-0.2,,-8.0,-8.0,-8.0,,0.0,0.0,0.0,,-21.0,-22.5,-20.5,
A417010,나노팀,2023-03-03,13000.0,29800.0,20100.0,12210.0,12030.0,,129.2,54.6,-6.1,-7.5,,-32.6,-59.0,-59.6,,2025-02-28,7260.0,-44.2,-75.6,-866.5,-965.7,-1006.7,,-44.1,1.7,2.3,,1239.7,1362.4,1399.2,,-78.5,-115.2,-118.3,,18.1,11.2,10.5,,48.2,38.2,32.7,,-217.3,-241.0,-256.7,,-0.3,-0.3,-0.3,,-358.2,-379.9,-395.6,,-278.5,-278.7,-278.9,,0.0,0.0,0.0,,-329.2,-398.4,-394.8,
A389020,자람테크놀로지,2023-03-07,22000.0,42700.0,34000.0,50300.0,32600.0,40750.0,94.1,54.5,128.6,48.2,85.2,-20.4,17.8,-23.7,-4.6,2025-03-07,40750.0,85.2,-4.6,-306.3,-265.9,-723.0,-743.6,31.5,26.9,0.1,-51.5,293.1,363.6,893.0,960.3,-38.3,-34.9,-36.3,-38.0,1.9,6.5,-5.4,-4.7,-11.7,34.7,-124.4,-113.5,-145.8,-126.2,-151.7,-165.3,-115.3,-140.5,-321.7,-321.7,47.8,39.3,-38.6,-31.3,-44.9,-44.7,-45.0,-69.3,0.0,0.0,0.0,0.0,-18.3,-124.5,-170.1,-165.2
A282720,금양그린파워,2023-03-13,10000.0,16200.0,12380.0,11930.0,12730.0,8720.0,62.0,23.8,19.3,27.3,-12.8,-23.6,-26.4,-21.4,-46.2,2025-03-13,8720.0,-12.8,-46.2,-382.0,-400.8,-540.3,-541.9,-94.6,-98.9,-108.8,-104.4,488.8,511.5,665.2,661.7,-62.4,-62.9,-62.9,-62.9,-0.9,-0.9,-0.9,-0.9,-30.4,-31.5,-29.9,-31.7,-273.4,-290.6,-431.7,-431.4,-0.1,-0.1,-0.1,-0.1,-0.3,-0.2,-0.3,-0.3,-14.5,-14.5,-14.5,-14.5,0.0,0.0,0.0,0.0,-12.2,-11.8,-16.0,-15.5
A309960,LB인베스트먼트,2023-03-29,5100.0,8450.0,4130.0,4165.0,4105.0,,65.7,-19.0,-18.3,-19.5,,-51.1,-50.7,-51.4,,2025-03-28,3515.0,-31.1,-58.4,-199.4,-191.0,-190.1,,-31.9,-33.1,-33.3,,236.2,230.8,229.4,,-33.3,-25.6,-25.5,,-0.1,-0.1,-0.1,,-19.3,-18.5,-17.7,,-137.8,-137.9,-137.9,,-0.1,-0.1,-0.1,,-0.8,-0.8,-0.8,,-8.0,-8.0,-8.0,,0.0,0.0,0.0,,-4.9,-6.7,-6.0,
A358570,지아이이노베이션,2023-03-30,5414.0,8434.0,10891.0,12007.0,10225.0,,55.8,101.2,121.8,88.9,,29.1,42.4,21.2,,2025-03-28,12465.0,130.2,47.8,-306.8,-269.5,-258.1,,-26.7,-16.5,20.1,,452.8,405.1,368.9,,-44.8,-21.2,-44.9,,44.1,49.8,101.5,,221.1,283.9,226.5,,-303.1,-324.7,-352.8,,-101.0,-102.0,-102.0,,159.3,193.6,289.8,,-282.5,-348.8,-376.1,,0.0,0.0,0.0,,-119.3,-119.0,-130.9,
A424980,마이크로투나노,2023-04-26,15500.0,20650.0,12320.0,17700.0,8970.0,,33.2,-20.5,14.2,-42.1,,-40.3,-14.3,-56.6,,2025-04-25,8730.0,-43.7,-57.7,-229.3,-225.7,-234.6,,-21.6,-25.7,-25.2,,462.4,460.3,470.7,,-22.6,-21.6,-22.6,,-0.6,2.1,-0.9,,-21.3,-15.1,-29.3,,-144.2,-150.4,-141.1,,-0.1,-0.1,-0.1,,-0.3,-0.3,-0.3,,-40.3,-40.4,-40.3,,0.0,0.0,0.0,,-211.5,-208.9,-210.9,
A304360,에스바이오메딕스,2023-05-04,18000.0,18830.0,8010.0,38500.0,30150.0,,4.6,-55.5,113.9,67.5,,-57.5,104.5,60.1,,2025-05-02,21350.0,18.6,13.4,-216.7,-260.0,-306.3,,5.4,-8.3,-63.7,,429.4,606.8,809.1,,-95.7,-104.6,-102.1,,-0.3,-0.3,-0.3,,-13.6,-55.1,-83.6,,-101.2,-90.4,-110.6,,-0.0,-0.0,-0.0,,0.1,0.1,0.1,,-5.8,-9.7,-9.7,,0.0,0.0,0.0,,-218.2,-338.4,-439.1,
A417790,트루엔,2023-05-17,12000.0,17200.0,10280.0,10440.0,9700.0,,43.3,-14.3,-13.0,-19.2,,-40.2,-39.3,-43.6,,2025-05-16,9240.0,-23.0,-46.3,-344.5,-292.7,-305.8,,-27.0,-30.6,-28.9,,408.9,384.4,387.8,,-50.1,-7.4,-8.9,,-0.5,-1.0,-1.0,,-37.9,-35.2,-38.3,,-147.3,-140.3,-149.3,,-0.2,-0.2,-0.2,,-1.0,-1.0,-1.0,,-107.6,-107.5,-107.2,,0.0,0.0,0.0,,-37.4,-61.2,-53.2,
A340810,시선AI,2023-05-19,15000.0,13920.0,7470.0,5700.0,2865.0,3990.0,-7.2,-50.2,-62.0,-80.9,-73.4,-46.3,-59.1,-79.4,-71.3,2025-05-19,3990.0,-73.4,-71.3,-124.8,-132.8,-134.2,-136.3,-33.6,-43.1,-44.1,-47.5,189.7,208.7,225.6,230.1,-28.4,-31.8,-31.8,-31.5,-0.0,-0.0,-0.0,-0.0,0.9,-2.0,-3.7,-4.9,-78.7,-80.3,-80.1,-81.3,0.0,0.0,0.0,0.0,-0.2,-0.2,-0.2,-0.2,-18.4,-18.4,-18.4,-18.4,0.0,0.0,0.0,0.0,-31.3,-32.9,-47.2,-46.3
A434480,모니터랩,2023-05-19,9800.0,14200.0,6720.0,6020.0,3540.0,4450.0,44.9,-31.4,-38.6,-63.9,-54.6,-52.7,-57.6,-75.1,-68.7,2025-05-19,4450.0,-54.6,-68.7,-441.5,-443.0,-444.6,-444.5,-34.5,-42.2,-47.0,-66.4,554.1,565.5,585.0,604.4,-47.0,-49.9,-49.9,-50.1,-0.6,-0.6,-0.6,-0.6,7.0,6.3,7.7,8.4,-157.8,-155.7,-158.7,-159.1,-129.2,-129.2,-129.2,-129.2,-55.2,-55.2,-55.2,-55.2,-58.7,-58.7,-58.7,-58.7,0.0,0.0,0.0,0.0,-78.1,-80.3,-93.4,-93.5
A420770,기가비스,2023-05-24,43000.0,79000.0,72200.0,63800.0,25950.0,,83.7,67.9,48.4,-39.7,,-8.6,-19.2,-67.2,,2025-05-23,25550.0,-40.6,-67.7,97.2,-397.8,-593.0,,-201.4,-235.1,-227.8,,119.6,828.9,1028.1,,-86.6,-93.7,-125.6,,62.1,62.0,47.4,,159.0,176.2,92.8,,-466.1,-815.4,-829.9,,-1.6,-1.5,-1.4,,456.3,453.5,404.7,,-26.0,-178.9,-181.0,,0.0,0.0,0.0,,-15.4,-195.9,-207.3,
A285800,진영,2023-06-01,5000.0,8680.0,4000.0,3710.0,2285.0,,73.6,-20.0,-25.8,-54.3,,-53.9,-57.3,-73.7,,2025-05-30,2295.0,-54.1,-73.6,-324.1,-339.8,-339.7,,-4.6,-6.7,-6.0,,338.3,355.8,348.8,,-66.9,-76.4,-76.4,,-0.4,-0.4,-0.4,,-24.6,-29.9,-29.9,,-138.0,-138.5,-138.6,,-0.6,-0.6,-0.6,,-0.6,-0.6,-0.4,,-92.9,-93.3,-93.3,,0.0,0.0,0.0,,-9.6,-9.3,-3.1,
A405920,나라셀라,2023-06-02,10007.0,8756.0,6050.0,4810.0,3390.0,2515.0,-12.5,-39.5,-51.9,-66.1,-74.9,-30.9,-45.1,-61.3,-71.3,2025-06-02,2515.0,-74.9,-71.3,-175.2,-178.9,-172.4,-177.4,-5.0,-8.1,-11.6,-11.1,172.2,168.8,165.4,169.9,-37.4,-38.2,-31.8,-36.3,-0.2,-0.2,-0.2,-0.2,-26.5,-26.9,-26.9,-26.9,-104.5,-107.2,-107.1,-107.6,0.0,0.0,0.0,0.0,-0.4,-0.4,-0.4,-0.4,-6.1,-5.9,-5.9,-5.9,0.0,0.0,0.0,0.0,8.0,18.3,18.6,18.6
A439090,마녀공장,2023-06-08,16000.0,41600.0,20000.0,22600.0,13200.0,,160.0,25.0,41.3,-17.5,,-51.9,-45.7,-68.3,,2025-06-05,17940.0,12.1,-56.9,-394.4,-731.6,-748.5,,-122.8,-138.3,-152.6,,584.7,1341.5,1378.1,,-77.0,-201.8,-200.2,,-3.6,-3.2,-3.0,,-71.7,-57.1,-62.3,,-228.6,-236.1,-244.4,,-0.9,-0.9,-0.9,,-1.0,7.4,1.4,,-11.7,-240.0,-239.2,,0.0,0.0,0.0,,-67.5,-471.6,-477.0,
A348080,큐라티스,2023-06-15,4000.0,5850.0,2250.0,1139.0,612.0,,46.2,-43.8,-71.5,-84.7,,-61.5,-80.5,-89.5,,2025-06-13,1033.0,-74.2,-82.3,-352.3,-370.1,-380.3,,-9.7,-3.7,-10.8,,529.2,545.3,580.1,,-50.5,-52.2,-53.8,,-0.0,-0.0,-0.0,,-85.9,-87.9,-90.7,,-138.0,-151.5,-152.8,,-28.4,-28.4,-28.4,,-0.8,-0.7,-0.8,,-48.8,-49.3,-53.9,,0.0,0.0,0.0,,-167.1,-171.6,-189.0,
A354320,알멕,2023-06-30,50000.0,99500.0,46750.0,36650.0,25650.0,22900.0,99.0,-6.5,-26.7,-48.7,-54.2,-53.0,-63.2,-74.2,-77.0,2025-06-30,22900.0,-54.2,-77.0,-1433.6,-1555.3,-1589.8,-1594.1,-20.7,-70.5,-76.6,-92.6,1651.0,1867.7,1971.0,1994.4,-92.6,-102.4,-104.1,-104.4,-1.6,-1.6,-1.6,-1.5,-140.5,-151.5,-164.2,-164.3,-848.6,-945.0,-962.6,-966.5,-1.1,-1.1,-1.1,-1.1,19.7,16.7,14.3,14.3,-368.9,-370.5,-370.6,-370.6,0.0,0.0,0.0,0.0,-196.7,-241.9,-304.5,-307.7
A440320,오픈놀,2023-06-30,10000.0,15750.0,11660.0,6680.0,5970.0,5500.0,57.5,16.6,-33.2,-40.3,-45.0,-26.0,-57.6,-62.1,-65.1,2025-06-30,5500.0,-45.0,-65.1,-402.9,-402.5,-407.4,-422.5,-17.1,-19.4,-22.8,-31.0,518.5,519.2,530.3,552.9,-39.9,-39.9,-39.8,-55.4,0.0,0.0,0.0,0.0,-27.7,-27.4,-27.6,-31.3,-132.2,-132.2,-136.9,-132.8,-1.3,-1.3,-1.3,-1.3,-0.2,-0.2,-0.2,-0.2,-201.5,-201.5,-201.5,-201.5,0.0,0.0,0.0,0.0,-98.6,-97.4,-100.0,-99.3
A274400,이노시뮬레이션,2023-07-06,15000.0,35000.0,16700.0,7800.0,4805.0,,133.3,11.3,-48.0,-68.0,,-52.3,-77.7,-86.3,,2025-07-04,5140.0,-65.7,-85.3,-572.0,-592.9,-596.8,,-6.7,-23.1,-23.9,,675.4,718.3,722.9,,-90.5,-92.6,-92.2,,11.1,1.1,1.1,,-56.5,-62.6,-66.8,,-213.5,-215.8,-216.0,,-35.1,-35.1,-35.1,,-0.2,-0.2,-0.2,,-187.3,-187.6,-187.6,,0.0,0.0,0.0,,-96.6,-102.3,-102.3,
A378340,필에너지,2023-07-14,17000.0,57300.0,19330.0,19850.0,14450.0,12800.0,237.1,13.7,16.8,-15.0,-24.7,-66.3,-65.4,-74.8,-77.7,2025-07-14,12800.0,-24.7,-77.7,-1238.6,-1378.1,-1372.8,-1413.6,-293.5,-315.4,-304.8,-342.6,1544.3,1736.8,1720.4,1799.4,-381.1,-398.3,-431.0,-438.7,-5.9,-5.9,-1.3,-4.4,-77.3,-74.6,-67.7,-78.2,-741.1,-867.5,-850.4,-863.2,-1.2,-1.2,-0.2,-0.2,-1.8,0.4,8.5,2.3,-30.2,-31.1,-30.7,-31.2,0.0,0.0,0.0,0.0,-12.2,-43.3,-42.9,-43.2
A321370,센서뷰,2023-07-19,4043.0,6136.0,4734.0,3283.0,1349.0,,51.8,17.1,-18.8,-66.6,,-22.8,-46.5,-78.0,,2025-07-18,1462.0,-63.8,-76.2,-421.0,-426.0,-456.6,,-40.7,-49.5,-39.9,,642.6,655.5,675.0,,-78.4,-79.4,-90.6,,-0.4,-0.4,-0.5,,-35.3,-36.7,-36.9,,-214.5,-215.4,-233.8,,-34.8,-34.8,-34.8,,0.0,-0.1,-0.2,,-57.5,-59.2,-59.9,,0.0,0.0,0.0,,-180.9,-180.1,-178.5,
A432430,와이랩,2023-07-20,9000.0,10350.0,9670.0,7370.0,4400.0,,15.0,7.4,-18.1,-51.1,,-6.6,-28.8,-57.5,,2025-07-18,5480.0,-39.1,-47.1,-391.7,-446.9,-467.5,,-40.5,-42.1,-37.7,,581.7,706.9,723.5,,-125.5,-137.2,-155.4,,-1.3,-0.9,-0.9,,-10.8,-15.3,-17.8,,-153.6,-185.2,-185.2,,-0.5,-0.5,-0.5,,6.4,-1.1,-1.1,,-106.3,-106.6,-106.6,,0.0,0.0,0.0,,-149.4,-217.9,-218.3,
A406820,뷰티스킨,2023-07-24,6504.0,8155.0,4168.0,4288.0,3197.0,3152.0,25.4,-35.9,-34.1,-50.8,-51.5,-48.9,-47.4,-60.8,-61.3,2025-07-24,3152.0,-51.5,-61.3,-90.8,-127.3,-131.8,-132.4,-4.4,-8.0,-6.5,-11.3,160.9,209.1,205.7,201.2,-17.1,-33.7,-39.2,-39.2,-0.5,-0.5,-0.5,-0.5,-16.5,-16.6,-16.6,-16.6,-53.1,-71.8,-70.8,-71.4,-0.2,-0.2,-0.2,-0.2,-0.1,-1.0,-1.0,-1.0,-3.3,-3.4,-3.4,-3.4,0.0,0.0,0.0,0.0,-65.8,-73.8,-67.3,-57.5
