코드,종목명,상장일,수정공모가,상장일종가,6M종가,12M종가,18M종가,24M종가,상장일수익률_수정공모가(%),6M수익률_수정공모가(%),12M수익률_수정공모가(%),18M수익률_수정공모가(%),24M수익률_수정공모가(%),6M수익률_종가(%),12M수익률_종가(%),18M수익률_종가(%),24M수익률_종가(%),최종일,최종일종가,최종일수익률_수정공모가(%),최종일수익률_종가(%),기관_6M순매수,기관_12M순매수,기관_18M순매수,기관_24M순매수,외국인총합계_6M순매수,외국인총합계_12M순매수,외국인총합계_18M순매수,외국인총합계_24M순매수,개인_6M순매수,개인_12M순매수,개인_18M순매수,개인_24M순매수,금융투자_6M순매수,금융투자_12M순매수,금융투자_18M순매수,금융투자_24M순매수,보험_6M순매수,보험_12M순매수,보험_18M순매수,보험_24M순매수,투신_6M순매수,투신_12M순매수,투신_18M순매수,투신_24M순매수,사모펀드_6M순매수,사모펀드_12M순매수,사모펀드_18M순매수,사모펀드_24M순매수,은행_6M순매수,은행_12M순매수,은행_18M순매수,은행_24M순매수,연기금_6M순매수,연기금_12M순매수,연기금_18M순매수,연기금_24M순매수,기타금융기관_6M순매수,기타금융기관_12M순매수,기타금융기관_18M순매수,기타금융기관_24M순매수,"국가,지자체_6M순매수","국가,지자체_12M순매수","국가,지자체_18M순매수","국가,지자체_24M순매수",기타법인_6M순매수,기타법인_12M순매수,기타법인_18M순매수,기타법인_24M순매수
A466100,클로봇,2024-10-28,13000.0,10070.0,18260.0,38000.0,52900.0,,-22.5,40.5,192.3,306.9,,81.3,277.4,425.3,,2026-06-30,31350.0,141.2,211.3,-372.3,-433.4,949.6,,-192.8,-321.0,312.8,,1584.1,1809.0,135.6,,-71.3,-64.2,899.4,,-1.5,-3.1,-0.1,,-3.1,-3.3,369.6,,-151.5,-150.5,-171.0,,-92.7,-92.6,-96.5,,-0.5,11.1,114.5,,-51.7,-130.7,-166.3,,0.0,0.0,0.0,,-1019.0,-1054.6,-1398.0,
A458650,성우,2024-10-31,32000.0,28000.0,14720.0,11760.0,13800.0,,-12.5,-54.0,-63.3,-56.9,,-47.4,-58.0,-50.7,,2026-06-30,8680.0,-72.9,-69.0,-309.5,-340.3,-357.1,,-17.1,-21.7,-40.4,,349.8,382.4,418.8,,-66.3,-71.1,-73.3,,-2.2,-2.2,-2.2,,-42.6,-48.4,-45.0,,-175.3,-195.4,-213.5,,-0.4,-0.4,-0.4,,-0.9,-0.9,-0.9,,-21.9,-21.9,-21.9,,0.0,0.0,0.0,,-23.1,-20.3,-21.3,
A336680,탑런토탈솔루션,2024-11-01,9000.0,6870.0,4200.0,4305.0,3850.0,,-23.7,-53.3,-52.2,-57.2,,-38.9,-37.3,-44.0,,2026-06-30,2815.0,-68.7,-59.0,-226.1,-241.2,-242.9,,-30.7,-31.3,-36.1,,249.0,270.4,278.6,,-22.0,-20.2,-22.6,,-1.9,-1.9,-1.9,,-27.8,-37.8,-37.8,,-162.3,-169.1,-168.5,,-1.7,-1.7,-1.7,,-0.6,-0.6,-0.6,,-9.9,-9.9,-9.9,,0.0,0.0,0.0,,7.7,2.1,0.5,
A475580,에이럭스,2024-11-01,16000.0,9880.0,11160.0,10660.0,12530.0,,-38.2,-30.2,-33.4,-21.7,,13.0,7.9,26.8,,2026-06-30,7680.0,-52.0,-22.3,-315.4,-328.9,-351.4,,2.3,-41.2,-1.4,,506.4,565.3,582.4,,-82.6,-67.4,-73.5,,4.9,1.1,1.1,,-2.4,-17.6,-19.9,,-83.0,-80.3,-74.7,,0.1,0.1,0.1,,-0.3,-0.3,-0.3,,-152.1,-164.6,-184.3,,0.0,0.0,0.0,,-193.3,-195.1,-229.6,
A376270,HEM파마,2024-11-05,23000.0,16400.0,21150.0,28300.0,60000.0,,-28.7,-8.0,23.0,160.9,,29.0,72.6,265.9,,2026-06-30,45350.0,97.2,176.5,-115.8,-124.8,-122.2,,11.1,-0.8,-52.8,,159.3,218.5,556.4,,-33.0,-33.4,-55.2,,-0.6,-0.6,11.5,,-11.3,-10.4,32.2,,-51.4,-51.8,-39.7,,-0.6,-0.6,-0.6,,-0.2,-0.2,-0.0,,-18.7,-27.7,-70.5,,0.0,0.0,0.0,,-54.7,-93.0,-381.3,
A475960,토모큐브,2024-11-07,16000.0,10070.0,19460.0,38350.0,56800.0,,-37.1,21.6,139.7,255.0,,93.2,280.8,464.1,,2026-06-30,36400.0,127.5,261.5,-177.9,-400.6,-321.7,,32.8,-2.7,148.6,,348.6,749.2,830.2,,-35.1,-31.9,-54.1,,3.4,6.9,-2.3,,-40.2,-57.0,-36.6,,-51.8,-228.6,-166.3,,-1.8,-3.9,-3.8,,1.0,-6.2,21.1,,-53.4,-80.0,-79.6,,0.0,0.0,0.0,,-203.6,-345.9,-657.1,
A163280,에어레인,2024-11-08,11500.0,8795.0,9910.0,9095.0,5900.0,,-23.5,-13.8,-20.9,-48.7,,12.7,3.4,-32.9,,2026-06-30,3830.0,-66.7,-56.5,-338.7,-342.6,-357.1,,-16.4,12.6,28.3,,518.5,491.8,591.6,,-34.0,-35.7,-34.9,,-0.6,-0.8,-0.4,,-114.7,-124.8,-136.5,,-121.7,-113.9,-117.4,,-1.6,-1.6,-1.6,,0.5,-0.5,-0.4,,-66.6,-65.4,-65.9,,0.0,0.0,0.0,,-163.4,-161.8,-262.8,
A473980,노머스,2024-11-12,30200.0,19400.0,28100.0,21350.0,16090.0,,-35.8,-7.0,-29.3,-46.7,,44.8,10.1,-17.1,,2026-06-30,10300.0,-65.9,-46.9,147.6,209.1,191.8,,60.2,130.0,-54.9,,320.7,454.1,646.8,,-22.8,-36.5,-40.5,,29.1,11.3,10.0,,171.0,177.7,113.3,,147.9,226.9,279.5,,-140.0,-140.6,-140.6,,4.5,20.4,20.0,,-42.1,-50.1,-50.0,,0.0,0.0,0.0,,-528.5,-793.1,-783.7,
A464580,닷밀,2024-11-13,6500.0,4305.0,3365.0,2365.0,1931.0,,-33.8,-48.2,-63.6,-70.3,,-21.8,-45.1,-55.1,,2026-06-30,1479.0,-77.2,-65.6,-127.7,-143.4,-157.9,,7.5,-14.0,-13.6,,133.0,173.4,186.7,,-10.8,-17.0,-18.9,,-0.2,-0.2,-0.2,,-7.4,-10.0,-10.0,,-51.8,-50.3,-50.3,,-19.6,-19.6,-25.2,,-0.1,-0.1,-0.1,,-37.8,-46.3,-53.3,,0.0,0.0,0.0,,-12.8,-16.1,-15.3,
A394800,쓰리빌리언,2024-11-14,4500.0,4100.0,7070.0,10780.0,10660.0,,-8.9,57.1,139.6,136.9,,72.4,162.9,160.0,,2026-06-30,6050.0,34.4,47.6,-261.6,-59.7,-284.7,,62.3,162.0,278.3,,562.9,388.3,642.3,,-39.3,-26.6,-19.7,,3.6,68.1,-18.0,,10.4,114.0,-34.7,,-45.2,40.4,9.1,,-195.9,-195.9,-195.3,,35.4,87.0,164.4,,-30.7,-146.7,-190.5,,0.0,0.0,0.0,,-363.6,-490.6,-635.9,
A413390,엠오티,2024-11-18,10000.0,7800.0,7940.0,6870.0,8020.0,,-22.0,-20.6,-31.3,-19.8,,1.8,-11.9,2.8,,2026-06-30,6150.0,-38.5,-21.2,-165.6,-160.9,-168.8,,-12.2,-26.7,-28.1,,187.4,196.4,207.9,,-60.2,-59.2,-60.2,,-0.5,-0.5,-0.5,,-13.4,-10.7,-14.6,,-55.0,-54.1,-54.7,,-18.2,-18.2,-18.2,,-0.2,-0.2,-0.2,,-18.1,-18.1,-20.4,,0.0,0.0,0.0,,-9.6,-8.8,-11.0,
A475660,에스켐,2024-11-18,10000.0,7090.0,4925.0,6280.0,4680.0,,-29.1,-50.8,-37.2,-53.2,,-30.5,-11.4,-34.0,,2026-06-30,3595.0,-64.1,-49.3,-115.5,-116.6,-129.5,,-5.5,-0.1,1.4,,118.3,113.9,125.4,,-15.7,-21.8,-24.5,,-0.8,-0.7,-0.7,,-15.6,-18.6,-22.8,,-80.2,-73.6,-80.5,,-0.4,-0.4,-0.4,,-0.2,1.3,1.8,,-2.6,-2.8,-2.4,,0.0,0.0,0.0,,2.6,2.8,2.8,
A466410,사이냅소프트,2024-11-19,24500.0,18490.0,13200.0,11550.0,10530.0,,-24.5,-46.1,-52.9,-57.0,,-28.6,-37.5,-43.1,,2026-06-30,8160.0,-66.7,-55.9,-139.6,-182.8,-192.8,,11.5,-2.6,-12.6,,171.2,231.7,252.1,,-24.9,-24.5,-25.9,,-0.1,-0.3,-0.3,,-14.6,-29.5,-30.4,,-53.1,-47.3,-54.7,,-0.8,-0.8,-0.9,,0.7,0.0,0.0,,-46.8,-80.5,-80.5,,0.0,0.0,0.0,,-43.1,-46.2,-46.7,
A459100,위츠,2024-11-20,6400.0,14690.0,6400.0,7080.0,5620.0,,129.5,0.0,10.6,-12.2,,-56.4,-51.8,-61.7,,2026-06-30,4505.0,-29.6,-69.3,-133.7,-133.7,-134.1,,-28.5,-26.3,-24.8,,165.1,159.8,158.6,,-25.3,-25.2,-25.7,,-0.9,-0.9,-0.9,,-20.5,-20.5,-20.5,,-78.2,-78.2,-78.2,,-1.0,-1.0,-1.0,,-0.4,-0.4,-0.4,,-7.5,-7.5,-7.5,,0.0,0.0,0.0,,-2.9,0.1,0.2,
A457600,벡트,2024-12-16,3900.0,7730.0,3435.0,2970.0,2190.0,,98.2,-11.9,-23.8,-43.8,,-55.6,-61.6,-71.7,,2026-06-30,1827.0,-53.2,-76.4,-256.9,-258.5,-258.6,,-45.4,-43.7,-40.9,,309.1,309.8,307.0,,-37.0,-37.0,-37.0,,-0.8,-0.8,-0.8,,-34.6,-34.6,-34.6,,-165.8,-167.5,-167.5,,-1.7,-1.7,-1.7,,-0.7,-0.7,-0.7,,-16.2,-16.2,-16.2,,0.0,0.0,0.0,,-6.8,-7.5,-7.5,
A382150,온코크로스,2024-12-18,7300.0,8960.0,13070.0,10010.0,4580.0,,22.7,79.0,37.1,-37.3,,45.9,11.7,-48.9,,2026-06-30,3820.0,-47.7,-57.4,-192.7,-205.5,-220.1,,-63.8,-63.3,-73.1,,465.7,482.8,538.3,,-38.8,-48.5,-56.6,,-0.4,-0.4,-0.4,,-17.9,-19.4,-19.5,,-87.6,-82.8,-84.8,,0.0,0.0,0.0,,-0.1,-0.2,-0.2,,-48.0,-54.3,-58.6,,0.0,0.0,0.0,,-209.2,-214.0,-245.1,
A476060,온코닉테라퓨틱스,2024-12-19,3250.0,4325.0,5913.0,18920.0,15740.0,,33.1,81.9,482.2,384.3,,36.7,337.5,263.9,,2026-06-30,13450.0,313.8,211.0,-381.4,-714.4,-597.8,,-42.7,-236.9,-360.8,,528.5,1144.7,1332.8,,-35.7,-21.1,20.2,,2.9,-6.8,-4.4,,-45.3,-15.9,-45.9,,-105.8,-128.7,-86.7,,-139.3,-140.5,-140.5,,36.5,-61.0,-0.2,,-94.7,-340.4,-340.4,,0.0,0.0,0.0,,-104.4,-193.5,-374.2,
A177900,쓰리에이로직스,2024-12-24,11000.0,9130.0,7220.0,6380.0,4545.0,,-17.0,-34.4,-42.0,-58.7,,-20.9,-30.1,-50.2,,2026-06-30,4705.0,-57.2,-48.5,-295.0,-299.7,-301.8,,-32.0,-34.3,-36.4,,419.2,438.1,444.2,,-37.7,-40.1,-41.3,,-0.5,-0.5,-0.5,,-10.5,-5.7,-5.7,,-95.3,-95.7,-96.6,,-72.4,-72.4,-72.4,,-9.8,-10.7,-10.7,,-69.0,-74.6,-74.6,,0.0,0.0,0.0,,-92.2,-104.0,-106.1,
A387570,파인메딕스,2024-12-26,10000.0,16000.0,7510.0,7700.0,5100.0,,60.0,-24.9,-23.0,-49.0,,-53.1,-51.9,-68.1,,2026-06-30,5190.0,-48.1,-67.6,-153.2,-158.1,-160.6,,-4.5,-4.3,-12.2,,203.3,207.4,217.6,,-17.6,-17.3,-17.3,,-0.4,-0.4,-0.4,,-22.4,-20.9,-22.8,,-64.8,-71.5,-71.7,,-0.3,-0.3,-0.3,,-35.1,-35.1,-35.1,,-12.6,-12.6,-13.0,,0.0,0.0,0.0,,-45.6,-44.9,-44.8,
A475460,미트박스,2025-01-23,19000.0,14200.0,14780.0,8250.0,,,-25.3,-22.2,-56.6,,,4.1,-41.9,,,2026-06-30,6380.0,-66.4,-55.1,-118.5,-144.6,,,-39.3,-14.4,,,299.9,312.7,,,-19.9,-21.6,,,-0.6,-0.6,,,2.1,-11.1,,,-71.9,-73.6,,,-0.5,-0.5,,,-0.1,-0.1,,,-27.5,-37.0,,,0.0,0.0,,,-142.1,-153.8,,
A096250,와이즈넛,2025-01-24,17000.0,10800.0,14120.0,11850.0,,,-36.5,-16.9,-30.3,,,30.7,9.7,,,2026-06-30,8530.0,-49.8,-21.0,-103.4,-64.7,,,-94.4,-97.2,,,214.0,179.2,,,4.7,35.3,,,4.2,1.0,,,14.8,42.3,,,-20.8,-26.3,,,-0.0,-0.0,,,13.0,2.2,,,-119.2,-119.2,,,0.0,0.0,,,-16.2,-17.3,,
A373160,데이원컴퍼니,2025-01-24,13000.0,7800.0,6170.0,4570.0,,,-40.0,-52.5,-64.8,,,-20.9,-41.4,,,2026-06-30,3185.0,-75.5,-59.2,-60.5,-52.1,,,-3.1,-5.5,,,105.9,104.4,,,-24.8,-32.9,,,-0.4,-0.7,,,-15.7,-16.3,,,-8.9,8.5,,,-0.5,-0.5,,,0.0,0.0,,,-10.2,-10.2,,,0.0,0.0,,,-42.3,-46.8,,
A450950,아스테라시스,2025-01-24,4600.0,6640.0,10740.0,14010.0,,,44.3,133.5,204.6,,,61.7,111.0,,,2026-06-30,6940.0,50.9,4.5,-110.9,-125.4,,,55.5,-73.2,,,169.2,321.0,,,-41.3,-23.5,,,18.0,2.9,,,30.3,-66.5,,,-79.4,0.8,,,-1.7,-1.8,,,6.6,6.7,,,-43.4,-44.0,,,0.0,0.0,,,-113.9,-122.4,,
A482630,삼양엔씨켐,2025-02-03,9000.0,8980.0,8800.0,15325.0,,,-0.2,-2.2,70.3,,,-2.0,70.7,,,2026-06-30,17450.0,93.9,94.3,-411.2,-371.5,,,8.8,-35.5,,,495.7,491.8,,,-13.2,-2.5,,,-0.6,1.3,,,-10.5,-7.6,,,-101.9,-80.9,,,-25.4,-21.6,,,1.3,1.0,,,-260.9,-261.0,,,0.0,0.0,,,-93.3,-84.9,,
A452450,피아이이,2025-02-04,5000.0,4365.0,8290.0,6900.0,,,-12.7,65.8,38.0,,,89.9,58.1,,,2026-06-30,3635.0,-27.3,-16.7,-290.4,-292.8,,,-76.4,-80.3,,,425.2,436.7,,,-28.7,-29.6,,,-1.1,-1.1,,,-15.7,-14.6,,,-73.7,-76.4,,,-0.7,-0.7,,,-0.2,-0.2,,,-170.3,-170.3,,,0.0,0.0,,,-58.4,-63.6,,
A462980,아이지넷,2025-02-04,7000.0,4355.0,2505.0,1954.0,,,-37.8,-64.2,-72.1,,,-42.5,-55.1,,,2026-06-30,1346.0,-80.8,-69.1,-158.0,-177.9,,,6.7,6.5,,,197.6,228.5,,,-43.9,-53.3,,,-0.2,-0.2,,,-8.5,-7.6,,,-42.3,-42.9,,,-18.5,-27.1,,,-0.1,-0.1,,,-44.4,-46.6,,,0.0,0.0,,,-46.3,-57.1,,
A212710,아이에스티이,2025-02-12,11400.0,22500.0,10150.0,9520.0,,,97.4,-11.0,-16.5,,,-54.9,-57.7,,,2026-06-30,9040.0,-20.7,-59.8,-334.9,-353.8,,,26.2,-10.2,,,353.0,371.7,,,-37.3,-59.1,,,0.2,0.7,,,-1.3,0.0,,,-130.9,-134.1,,,-131.5,-131.5,,,3.5,7.7,,,-37.5,-37.5,,,0.0,0.0,,,-44.4,-7.8,,
A240550,동방메디컬,2025-02-13,10500.0,9680.0,11400.0,8170.0,,,-7.8,8.6,-22.2,,,17.8,-15.6,,,2026-06-30,5630.0,-46.4,-41.8,-259.6,-376.2,,,11.0,-8.9,,,537.0,669.5,,,-24.8,-2.1,,,13.4,4.3,,,90.0,-5.9,,,-284.6,-309.6,,,-1.6,-1.6,,,-37.4,-38.9,,,-14.7,-22.5,,,0.0,0.0,,,-288.3,-284.3,,
A475830,오름테라퓨틱,2025-02-14,20000.0,21800.0,25350.0,113600.0,,,9.0,26.8,468.0,,,16.3,421.1,,,2026-06-30,59200.0,196.0,171.6,-927.3,-1135.0,,,-149.5,331.7,,,1707.2,1938.6,,,-179.2,-376.2,,,-1.3,22.3,,,-76.5,-54.2,,,-88.7,-110.6,,,-237.8,-235.3,,,-8.0,100.0,,,-335.7,-481.0,,,0.0,0.0,,,-630.5,-1135.4,,
A303810,동국생명과학,2025-02-17,4500.0,6265.0,4425.0,3600.0,,,39.2,-1.7,-20.0,,,-29.4,-42.5,,,2026-06-30,2470.0,-45.1,-60.6,-431.6,-467.5,,,19.5,17.9,,,466.4,504.5,,,-14.2,-21.4,,,-0.5,-0.5,,,-28.1,-28.5,,,-377.3,-405.7,,,-0.1,-0.1,,,-0.3,-0.3,,,-11.0,-11.0,,,0.0,0.0,,,-54.2,-55.0,,
A463480,모티브링크,2025-02-20,6000.0,17610.0,8390.0,8500.0,,,193.5,39.8,41.7,,,-52.4,-51.7,,,2026-06-30,4635.0,-22.8,-73.7,-259.8,-259.6,,,-81.3,-54.7,,,355.3,352.2,,,-47.6,-47.1,,,-1.1,-1.1,,,-27.7,-27.7,,,-167.4,-167.8,,,-0.8,-0.8,,,-0.2,-0.2,,,-15.0,-15.0,,,0.0,0.0,,,-14.2,-37.8,,
A479960,위너스일렉,2025-02-24,8500.0,34000.0,12650.0,10830.0,,,300.0,48.8,27.4,,,-62.8,-68.1,,,2026-06-30,6400.0,-24.7,-81.2,-232.7,-235.0,,,-40.7,-34.3,,,288.0,283.8,,,-45.7,-48.0,,,-1.0,-1.0,,,-25.6,-25.6,,,-147.5,-147.5,,,-0.6,-0.6,,,-0.2,-0.2,,,-12.0,-12.0,,,0.0,0.0,,,-14.6,-14.5,,
A489500,엘케이켐,2025-02-25,21000.0,58800.0,16760.0,39300.0,,,180.0,-20.2,87.1,,,-71.5,-33.2,,,2026-06-30,22500.0,7.1,-61.7,-785.1,-802.2,,,16.0,26.7,,,779.6,818.7,,,-66.9,-66.5,,,-3.7,-3.7,,,-59.1,-53.3,,,-161.0,-175.2,,,-3.7,-3.7,,,-1.1,-1.1,,,-489.6,-498.8,,,0.0,0.0,,,-10.5,-43.2,,
A393970,대진첨단소재,2025-03-06,9000.0,12110.0,6470.0,2825.0,,,34.6,-28.1,-68.6,,,-46.6,-76.7,,,2026-06-30,2825.0,-68.6,-76.7,-619.5,-790.6,,,-25.4,-48.4,,,793.8,1036.9,,,-66.2,-65.5,,,-1.5,-1.5,,,-24.4,-18.3,,,-177.8,-182.9,,,-52.9,-52.9,,,-0.4,-0.4,,,-296.4,-469.3,,,0.0,0.0,,,-148.8,-197.9,,
A226590,엠디바이스,2025-03-07,8350.0,11100.0,10850.0,24400.0,,,32.9,29.9,192.2,,,-2.3,119.8,,,2026-06-30,13100.0,56.9,18.0,-118.8,-112.8,,,-18.4,51.6,,,245.9,103.5,,,-44.6,-78.4,,,-0.9,-1.0,,,3.0,-0.4,,,-64.6,-21.2,,,-0.8,-0.9,,,-4.3,-4.0,,,-6.7,-6.9,,,0.0,0.0,,,-108.7,-42.3,,
A098070,한텍,2025-03-20,10800.0,26400.0,44800.0,47900.0,,,144.4,314.8,343.5,,,69.7,81.4,,,2026-06-30,25650.0,137.5,-2.8,-384.4,-239.1,,,69.7,-30.3,,,334.3,307.9,,,-97.2,-120.8,,,17.4,18.7,,,-60.9,50.7,,,-249.0,-208.3,,,-4.0,-4.4,,,45.9,61.7,,,-36.4,-36.7,,,0.0,0.0,,,-19.7,-38.5,,
A484810,티엑스알로보틱스,2025-03-20,13500.0,20700.0,17940.0,16480.0,,,53.3,32.9,22.1,,,-13.3,-20.4,,,2026-06-30,9950.0,-26.3,-51.9,-455.0,-413.3,,,-40.3,-93.0,,,651.2,711.8,,,-35.5,-9.9,,,-2.5,-2.5,,,-59.1,-40.0,,,-245.5,-248.6,,,-75.0,-75.0,,,-0.8,-0.8,,,-36.6,-36.6,,,0.0,0.0,,,-156.0,-205.5,,
A444530,심플랫폼,2025-03-21,15000.0,14500.0,10820.0,7460.0,,,-3.3,-27.9,-50.3,,,-25.4,-48.6,,,2026-06-30,5280.0,-64.8,-63.6,-212.9,-219.4,,,-34.3,-25.2,,,407.2,404.5,,,-62.9,-64.0,,,-0.6,-0.6,,,-23.5,-21.4,,,-99.1,-103.7,,,-0.6,-0.6,,,-0.1,-0.1,,,-26.1,-28.9,,,0.0,0.0,,,-160.1,-160.0,,
A462860,더즌,2025-03-24,3003.0,2696.0,4800.0,3310.0,,,-10.2,59.8,10.2,,,78.0,22.8,,,2026-06-30,2080.0,-30.7,-22.8,-181.3,-185.4,,,-70.5,-72.4,,,383.2,377.8,,,-62.4,-62.3,,,-17.6,-17.1,,,8.3,1.5,,,-106.1,-105.7,,,-0.2,-0.2,,,-0.7,-0.7,,,-2.7,-0.9,,,0.0,0.0,,,-131.5,-120.0,,
A481070,에이유브랜즈,2025-04-03,16000.0,18050.0,20950.0,16000.0,,,12.8,30.9,0.0,,,16.1,-11.4,,,2026-06-30,13860.0,-13.4,-23.2,-86.5,22.5,,,-2.0,-79.6,,,120.4,96.2,,,-30.7,-19.2,,,15.8,12.0,,,9.0,62.7,,,-131.4,-44.2,,,-1.9,-1.9,,,104.7,64.0,,,-52.1,-50.9,,,0.0,0.0,,,-31.8,-39.1,,
A081180,쎄크,2025-04-28,15000.0,13680.0,9230.0,13370.0,,,-8.8,-38.5,-10.9,,,-32.5,-2.3,,,2026-06-30,5930.0,-60.5,-56.7,-325.1,-334.6,,,12.4,45.0,,,393.6,418.4,,,-46.5,-33.4,,,-0.9,0.2,,,-13.7,-24.2,,,-68.1,-80.1,,,-1.1,-1.1,,,-0.3,-1.0,,,-194.6,-194.9,,,0.0,0.0,,,-80.9,-128.8,,
A459510,나우로보틱스,2025-05-08,6800.0,15400.0,20500.0,31500.0,,,126.5,201.5,363.2,,,33.1,104.5,,,2026-06-30,15100.0,122.1,-1.9,-458.2,-311.6,,,-76.7,-50.5,,,853.3,657.0,,,-219.7,-142.9,,,-2.6,-2.6,,,8.1,75.1,,,-120.9,-117.8,,,-2.2,-2.2,,,-0.7,-0.8,,,-120.2,-120.2,,,0.0,0.0,,,-318.4,-294.9,,
A136150,원일티엔아이,2025-05-09,13500.0,35900.0,21350.0,16890.0,,,165.9,58.1,25.1,,,-40.5,-53.0,,,2026-06-30,10820.0,-19.9,-69.9,-399.0,-399.5,,,-50.2,-43.3,,,470.1,461.3,,,-26.9,-25.7,,,-35.0,-35.0,,,-38.5,-40.5,,,-100.7,-100.3,,,-127.8,-127.8,,,-0.1,-0.1,,,-70.0,-70.1,,,0.0,0.0,,,-20.9,-18.6,,
A476040,오가노이드사이언스,2025-05-09,21000.0,32000.0,32250.0,18690.0,,,52.4,53.6,-11.0,,,0.8,-41.6,,,2026-06-30,9650.0,-54.0,-69.8,-468.0,-537.2,,,-68.2,-59.8,,,811.0,912.1,,,-44.4,-49.9,,,-0.7,-0.8,,,8.7,-3.0,,,-123.0,-123.1,,,-110.4,-110.4,,,32.7,27.2,,,-231.0,-277.2,,,0.0,0.0,,,-274.8,-315.1,,
A376900,로킷헬스케어,2025-05-12,11000.0,14750.0,35550.0,70500.0,,,34.1,223.2,540.9,,,141.0,378.0,,,2026-06-30,45000.0,309.1,205.1,-599.5,-1287.2,,,-24.4,0.8,,,851.9,1575.9,,,-99.1,-438.6,,,2.4,-1.9,,,18.1,-199.5,,,-46.4,-171.3,,,-41.5,-45.1,,,-0.8,1.4,,,-432.1,-432.3,,,0.0,0.0,,,-228.1,-289.5,,
A424870,이뮨온시아,2025-05-19,3464.0,7216.0,6677.0,5430.0,,,108.3,92.8,56.8,,,-7.5,-24.8,,,2026-06-30,3580.0,3.3,-50.4,-714.8,-691.3,,,-59.3,-183.8,,,917.8,1007.0,,,-41.9,-57.0,,,-1.2,-1.2,,,-102.6,-32.8,,,-180.9,-197.1,,,-0.5,-0.4,,,8.4,-4.3,,,-396.0,-398.4,,,0.0,0.0,,,-143.8,-131.9,,
A489460,바이오비쥬,2025-05-20,9100.0,18380.0,12320.0,6380.0,,,102.0,35.4,-29.9,,,-33.0,-65.3,,,2026-06-30,6130.0,-32.6,-66.6,-355.2,-341.3,,,3.9,4.4,,,661.3,662.7,,,-73.6,-74.1,,,-6.4,-6.4,,,-69.8,-54.1,,,-167.5,-168.7,,,-6.2,-6.2,,,-2.3,-2.3,,,-29.3,-29.5,,,0.0,0.0,,,-309.9,-325.8,,
A287840,인투셀,2025-05-23,17000.0,33200.0,54000.0,31550.0,,,95.3,217.6,85.6,,,62.7,-5.0,,,2026-06-30,23800.0,40.0,-28.3,-201.7,-658.0,,,-209.1,70.9,,,1663.6,1803.4,,,-46.7,27.7,,,25.2,-8.1,,,61.3,-174.8,,,-90.8,-214.0,,,-0.3,-0.5,,,22.0,-107.7,,,-172.3,-180.7,,,0.0,0.0,,,-1252.9,-1216.3,,
A475430,키스트론,2025-06-02,3600.0,9660.0,4380.0,4715.0,,,168.3,21.7,31.0,,,-54.7,-51.2,,,2026-06-30,6660.0,85.0,-31.1,-321.1,-322.6,,,-46.7,-50.3,,,381.4,341.6,,,-52.3,-52.7,,,-3.7,-3.7,,,-53.1,-52.1,,,-177.9,-180.0,,,-4.1,-4.1,,,-1.1,-1.1,,,-28.8,-28.9,,,0.0,0.0,,,-13.6,31.3,,
A474650,링크솔루션,2025-06-10,23000.0,26250.0,50000.0,37750.0,,,14.1,117.4,64.1,,,90.5,43.8,,,2026-06-30,30700.0,33.5,17.0,-349.5,-566.6,,,47.0,102.1,,,562.3,725.2,,,-41.5,-81.5,,,6.5,-13.5,,,35.8,-26.4,,,-99.2,-144.0,,,-1.4,-1.4,,,26.5,-5.9,,,-276.3,-293.8,,,0.0,0.0,,,-259.8,-260.8,,
A340450,지씨지놈,2025-06-11,10500.0,11100.0,7890.0,5200.0,,,5.7,-24.9,-50.5,,,-28.9,-53.2,,,2026-06-30,4915.0,-53.2,-55.7,-422.7,-570.5,,,-69.6,-47.1,,,488.5,601.4,,,-44.2,-40.9,,,-2.0,-2.0,,,-53.2,-44.2,,,-302.8,-465.8,,,-2.8,-2.8,,,-0.6,2.4,,,-17.1,-17.2,,,0.0,0.0,,,3.7,16.2,,
A463020,뉴엔AI,2025-07-04,15000.0,38400.0,17400.0,,,,156.0,16.0,,,,-54.7,,,,2026-06-30,7630.0,-49.1,-80.1,-521.4,,,,-61.7,,,,600.5,,,,-49.2,,,,-3.0,,,,-43.9,,,,-399.9,,,,-2.8,,,,-0.3,,,,-22.2,,,,0.0,,,,-17.4,,,
A234030,싸이닉솔루션,2025-07-07,4700.0,7960.0,9640.0,,,,69.4,105.1,,,,21.1,,,,2026-06-30,3585.0,-23.7,-55.0,-609.1,,,,-55.4,,,,814.9,,,,-100.3,,,,-2.2,,,,-38.6,,,,-204.7,,,,-2.7,,,,-0.6,,,,-259.9,,,,0.0,,,,-150.4,,,
A331740,아우토크립트,2025-07-15,22000.0,30850.0,17740.0,,,,40.2,-19.4,,,,-42.5,,,,2026-06-30,8390.0,-61.9,-72.8,-525.0,,,,-15.2,,,,710.0,,,,-64.2,,,,0.2,,,,-47.7,,,,-288.5,,,,-63.0,,,,38.8,,,,-100.7,,,,0.0,,,,-169.8,,,
A484120,도우인시스,2025-07-23,32000.0,44350.0,24000.0,,,,38.6,-25.0,,,,-45.9,,,,2026-06-30,15280.0,-52.2,-65.5,-419.1,,,,-14.3,,,,438.6,,,,-82.5,,,,1.5,,,,-72.4,,,,-239.5,,,,-1.6,,,,2.6,,,,-27.3,,,,0.0,,,,-5.2,,,
